RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1071,15601070,Costa,850.0,France,Male,49,8,193576.87,2,0,1,132979.08,1
80,15600079,Costa,708.0,Germany,male,71,5,0.0,1,0,1,11260.34,1
976,15600975,Dubois,569.0,France,Female,72,2,109986.18,2,0,1,172703.01,1
7978,15607977,Bianchi,719.0,France,Female,41,5,0.0,1,0,0,97397.85,1
6682,15606681,Kowalski,773.0,France,Female,48,4,50428.74,1,0,0,49438.84,1
1514,15601513,Kowalski,687.0,France,Male,36,6,0.0,4,1,1,44161.79,0
4844,15604843,Muller,453.0, France  ,Male,53,1,57854.45,2,1,1,43493.76,0
5214,15605213,Novak,670.0, Germany  ,Male,55,2,0.0,2,1,1,19101.92,0
5687,15605686,Nguyen,596.0,Germany,Male,53,0,98815.17,1,1,1,107051.5,0
3923,15603922,Silva,728.0,Germany,Male,51,8,104833.77,1,1,1,123826.81,0
2777,15602776,Andersen,597.0,Spain,female,37,5,78717.44,3,1,0,22938.48,0
2952,15602951,Andersen,849.0,Spain,Male,50,8,0.0,1,1,1,115312.14,0
6669,15606668,Silva,721.0,Germany,male,77,6,95208.85,2,1,0,76745.2,1
779,15600778,Garcia,618.0,Spain,Male,48,8,,1,0,1,132050.7,0
1397,15601396,Novak,639.0,France,Female,46,0,62409.12,1,0,0,104461.93,1
9681,15609680,Smith,496.0,France,female,37,0,78649.98,2,1,0,92118.95,0
1169,15601168,Bianchi,599.0,Germany,Male,67,4,27181.34,1,0,0,123667.09,1
4422,15604421,Bianchi,639.0,France,Female,49,0,146512.25,2,0,1,37110.62,0
4237,15604236,Moreau,566.0,Spain,male,43,9,0.0,2,1,1,127183.2,0
5104,15605103,Silva,557.0,,male,52,0,45371.04,1,1,1,95252.87,0
5034,15605033,Rossi,674.0,Germany,Female,45,9,74617.05,1,0,0,50036.84,0
3189,15603188,Okafor,546.0,Spain,Female,62,5,0.0,2,1,1,48454.21,1
5549,15605548,Dubois,661.0,France,Male,60,0,119786.07,1,0,0,97613.87,0
3978,15603977,Bianchi,540.0,France,Male,60,9,89764.69,1,1,0,12522.26,1
5194,15605193,Okafor,684.0,France,Female,48,3,115004.01,1,1,0,165345.44,0
726,15600725,Rossi,642.0,Germany,Male,79,5,108636.35,2,0,0,28567.79,1
2642,15602641,Silva,397.0,France,male,44,2,107145.51,3,1,1,34791.27,0
6346,15606345,Kumar,850.0,France,Male,60,8,0.0,1,1,0,90356.31,0
2022,15602021,Costa,548.0,France,Female,62,4,56603.1,2,1,1,19270.43,0
729,15600728,Silva,660.0,Spain,Male,36,0,45270.2,2,0,1,60247.02,1
2685,15602684,Andersen,616.0, Spain  ,Male,55,4,90971.73,1,0,0,168199.04,1
4307,15604306,Kumar,565.0,France,Male,42,9,68478.78,1,1,1,75868.79,0
7257,15607256,Moreau,574.0,Spain,Male,38,10,0.0,2,0,1,157228.45,0
6249,15606248,Okafor,627.0,France,Male,66,3,100772.39,1,0,0,63665.22,0
8869,15608868,Kumar,687.0,GERMANY,Female,81,6,0.0,1,0,1,95770.68,1
5825,15605824,Andersen,745.0,Spain,Male,49,5,0.0,2,0,1,192766.06,0
2959,15602958,Andersen,771.0,Spain,Male,54,5,134811.18,2,0,0,16223.61,0
3048,15603047,Nguyen,651.0,France,Male,75,8,111951.14,1,1,0,53523.2,1
8474,15608473,Ivanov,540.0,FRANCE,Female,65,9,100820.95,3,0,1,177113.71,1
8868,15608867,Ivanov,769.0,FRANCE,Male,92,2,0.0,1,1,1,52230.17,1
3292,15603291,Silva,584.0,Germany,Female,50,8,123411.2,1,0,1,22797.56,1
3907,15603906,Kumar,691.0,Spain,Male,68,1,0.0,2,0,1,66170.75,0
7878,15607877,Silva,785.0,FRANCE,Male,58,7,0.0,1,1,0,30401.85,1
2855,15602854,Kumar,557.0, France  ,Male,92,0,0.0,2,1,1,18580.53,1
8226,15608225,Nguyen,703.0,France,Female,53,6,0.0,1,0,1,131154.85,0
1095,15601094,Kowalski,645.0,FRANCE,female,60,4,0.0,2,0,0,146152.44,1
5646,15605645,Okafor,694.0,France,Female,40,7,72733.35,1,0,0,184545.95,0
8873,15608872,Petrov,641.0,France,Female,58,3,60934.66,1,1,1,16884.42,1
4050,15604049,Silva,622.0,France,Male,54,6,106781.44,2,1,0,22464.42,1
8075,15608074,Petrov,702.0,Germany,Male,61,6,29133.02,2,1,0,92220.71,0
8270,15608269,Andersen,591.0,France,Male,64,2,74363.34,1,0,1,39416.33,0
162,15600161,Costa,651.0,Spain,Female,52,1,55536.36,2,1,1,191694.46,0
5989,15605988,Schmidt,374.0,France,male,58,6,57019.82,2,1,0,66386.71,1
1736,15601735,Nguyen,812.0,Germany,Female,60,5,23383.15,2,1,0,101820.14,1
3920,15603919,Novak,694.0,Spain,female,52,9,0.0,2,1,1,186475.1,0
9848,15609847,Schmidt,690.0,Germany,Female,54,8,131117.73,2,1,1,161862.33,0
3462,15603461,Moreau,758.0,France,Female,54,3,0.0,1,1,0,182860.14,0
5109,15605108,Kowalski,679.0,Spain,Female,32,1,119575.46,1,1,1,108394.36,0
5221,15605220,Kowalski,596.0,FRANCE,Female,33,2,0.0,2,0,0,32680.38,0
8796,15608795,Nguyen,850.0,Spain,Female,48,10,0.0,3,1,1,135643.18,0
9481,15609480,Fischer,850.0,France,Male,33,3,0.0,1,1,0,102253.53,1
2964,15602963,Okafor,632.0,France,Male,72,6,0.0,1,0,0,93747.47,1
8162,15608161,Ivanov,823.0,Spain,Male,51,2,0.0,1,0,1,138247.72,0
7269,15607268,Silva,432.0,France,Female,64,5,179014.21,2,1,1,192897.36,0
9083,15609082,Muller,699.0,Spain,Male,48,2,0.0,1,0,0,67633.28,0
3851,15603850,Kumar,536.0,France,Male,76,6,102283.09,2,1,1,115682.45,1
5847,15605846,Rossi,608.0, France  ,female,71,5,145297.71,2,0,1,189139.25,0
482,15600481,Petrov,602.0,France,female,57,6,0.0,2,1,0,104067.44,0
2248,15602247,Muller,612.0,Spain,Female,58,1,0.0,1,1,0,23053.82,0
4906,15604905,Novak,831.0,Germany,Male,46,2,146689.44,1,1,0,151776.89,0
6248,15606247,Silva,569.0,Germany,Male,86,5,153881.94,1,0,0,40452.42,1
2166,15602165,Moreau,609.0,Germany,Female,54,7,138149.64,2,1,1,77102.03,0
7155,15607154,Tanaka,715.0,Germany,Male,70,10,133453.24,2,0,1,119912.4,0
7991,15607990,Dubois,506.0,Germany,Male,54,8,0.0,2,0,0,153679.28,1
628,15600627,Ivanov,601.0, Spain  ,Male,40,1,0.0,1,1,0,132744.33,0
6922,15606921,Silva,648.0,Spain,Female,34,6,64556.11,2,1,0,111387.85,1
5925,15605924,Moreau,596.0,Spain,Female,54,0,164731.56,3,1,1,39043.0,0
3702,15603701,Dubois,477.0,Spain,Male,51,9,100747.25,2,1,1,78387.03,0
2079,15602078,Garcia,710.0, Germany  ,male,52,5,0.0,1,1,0,,0
4943,15604942,Petrov,523.0,Germany,Male,59,2,0.0,1,0,0,183712.23,1
7688,15607687,Novak,512.0,France,Male,50,4,0.0,2,1,1,100999.56,0
2459,15602458,Silva,552.0,France,Male,64,9,156560.64,1,1,1,194345.15,0
6781,15606780,Schmidt,643.0,Germany,Male,55,2,134866.68,2,0,0,69242.81,1
8345,15608344,Kowalski,617.0,Germany,Male,73,4,106431.78,3,1,1,176520.4,0
5267,15605266,Andersen,593.0,France,Female,47,0,199708.33,1,1,1,86104.58,0
7997,15607996,Kumar,558.0,Spain,male,48,9,186596.76,1,1,1,132332.17,0
6034,15606033,Moreau,818.0,Spain,female,73,9,0.0,1,1,0,54910.76,1
4838,15604837,Okafor,480.0,SPAIN,Female,33,6,0.0,2,1,0,145252.7,0
9686,15609685,Garcia,643.0,Spain,Female,46,9,97939.32,2,0,0,17210.87,0
6063,15606062,Ivanov,850.0,Spain,Female,60,5,0.0,3,1,1,195582.2,1
1988,15601987,Dubois,594.0,Germany,Female,51,3,0.0,1,1,1,195039.57,0
9613,15609612,Okafor,809.0,FRANCE,Female,74,0,45950.03,1,1,1,15202.81,1
2935,15602934,Petrov,719.0,Spain,male,60,7,125156.09,1,1,1,81539.83,0
1118,15601117,Fischer,671.0,France,Female,49,9,119919.09,1,1,1,116054.38,0
4361,15604360,Smith,667.0,FRANCE,male,37,10,0.0,1,0,0,44185.35,0
645,15600644,Nguyen,731.0, Germany  ,Male,53,5,0.0,4,1,0,160569.44,0
8521,15608520,Fischer,555.0,Spain,Male,52,8,144526.01,2,1,1,123646.84,0
4720,15604719,Muller,,Germany,Male,46,4,0.0,3,1,0,166818.33,0
9091,15609090,Andersen,404.0,GERMANY,Female,47,4,0.0,1,1,0,107973.59,1
4963,15604962,Bianchi,626.0,Germany,Female,60,0,41038.37,1,1,0,65618.55,0
9570,15609569,Bianchi,785.0,France,Male,58,4,85195.59,2,1,1,53478.86,0
5832,15605831,Muller,667.0,FRANCE,Female,38,2,104212.48,1,1,0,20903.76,0
5648,15605647,Bianchi,597.0,France,Male,62,7,0.0,1,1,0,35581.47,0
4778,15604777,Kumar,605.0,France,Male,49,2,118469.26,1,1,1,33788.44,1
7365,15607364,Bianchi,568.0,SPAIN,Female,67,10,0.0,3,0,1,102273.82,0
7599,15607598,Smith,636.0,Germany,Female,57,6,0.0,1,1,0,,0
6600,15606599,Smith,662.0,France,Female,64,5,80438.45,2,1,1,191977.4,1
1733,15601732,Costa,546.0,France,Female,55,2,121940.91,3,1,1,23242.01,0
7043,15607042,Novak,564.0,Germany,male,68,10,0.0,1,1,1,65694.15,1
3683,15603682,Dubois,756.0,Germany,Male,49,8,147224.77,4,1,1,31561.61,0
4288,15604287,Petrov,566.0,Spain,Male,67,9,95725.3,3,1,0,15719.08,0
421,15600420,Moreau,688.0,France,Male,63,8,178536.71,2,1,0,103749.99,0
2107,15602106,Nguyen,689.0,SPAIN,Male,44,4,0.0,1,1,0,90489.63,0
4853,15604852,Rossi,658.0,SPAIN,Female,53,8,164773.6,2,0,0,18669.9,0
8720,15608719,Kumar,769.0,Germany,Female,66,5,68421.41,3,1,1,107129.2,1
6037,15606036,Fischer,534.0,France,Female,55,8,29091.79,3,1,1,49444.78,0
8302,15608301,Dubois,575.0,FRANCE,Male,52,0,0.0,2,1,1,44912.19,0
3799,15603798,Smith,619.0,France,Female,86,8,182033.55,2,0,1,151701.04,0
977,15600976,Okafor,624.0,France,Female,48,6,147836.38,2,1,1,90919.91,0
107,15600106,Nguyen,690.0,France,Male,60,0,0.0,1,0,1,5405.59,0
8939,15608938,Schmidt,679.0, GERMANY  ,Male,39,5,131319.46,2,1,1,106277.76,0
4511,15604510,Garcia,644.0,Germany,male,37,3,124670.36,1,1,1,15493.16,0
7539,15607538,Garcia,789.0,FRANCE,Male,53,1,95574.28,2,1,1,52795.38,1
8012,15608011,Muller,661.0,Spain,Male,55,8,106427.93,1,1,1,62782.74,0
9514,15609513,Tanaka,536.0,FRANCE,Male,60,10,62634.37,1,1,0,101681.54,0
2900,15602899,Dubois,644.0,SPAIN,Male,75,7,89353.28,2,1,1,72614.39,0
715,15600714,Moreau,688.0, Spain  ,Male,40,10,0.0,1,1,0,21414.88,0
7450,15607449,Petrov,674.0,France,Male,90,5,0.0,4,1,0,147020.73,0
1079,15601078,Tanaka,725.0,Germany,Female,34,9,0.0,1,1,0,150288.18,0
4425,15604424,Kowalski,644.0,France,Female,45,8,0.0,2,1,1,184573.29,0
8265,15608264,Okafor,622.0,FRANCE,female,53,4,0.0,2,1,1,21623.91,0
4864,15604863,Kumar,535.0,France,Male,57,0,111752.53,2,1,0,95965.28,0
7161,15607160,Smith,675.0,France,Male,44,0,0.0,1,1,1,148376.49,0
2796,15602795,Moreau,653.0,Spain,Male,41,7,114825.72,2,0,0,52775.62,0
2620,15602619,Moreau,601.0,Germany,Female,51,2,72102.24,1,1,0,101770.13,0
8049,15608048,Kumar,493.0,France,Female,53,10,81652.98,2,1,1,171202.75,0
3269,15603268,Rossi,627.0,Spain,Female,58,5,22563.64,1,1,1,33792.57,1
7130,15607129,Bianchi,589.0,France,Male,62,4,51265.71,1,1,1,142973.52,0
3819,15603818,Novak,618.0,Spain,Male,48,10,109653.02,1,1,1,91061.7,0
2141,15602140,Kumar,659.0,Spain,Female,45,3,103063.01,1,1,1,115482.23,1
2401,15602400,Smith,761.0,Spain,Female,54,1,24814.01,3,1,0,96747.36,0
4766,15604765,Muller,725.0,France,Male,58,2,124033.85,2,1,0,35923.59,0
3196,15603195,Muller,850.0,Spain,Male,65,3,131956.77,3,1,0,80795.43,0
3775,15603774,Tanaka,531.0,Germany,Male,34,2,129558.29,1,1,0,108615.25,0
8793,15608792,Novak,702.0,France,Male,47,6,104054.71,1,1,0,97111.82,1
5602,15605601,Bianchi,677.0,France,Female,46,7,67651.2,1,1,1,130437.59,0
3566,15603565,Garcia,718.0,Germany,Male,54,0,40208.42,2,1,0,95407.99,1
9924,15609923,Muller,727.0,FRANCE,Female,62,10,0.0,1,0,1,112394.45,1
6268,15606267,Smith,518.0,Spain,Female,48,3,108028.19,3,0,1,73836.45,0
2618,15602617,Okafor,624.0,France,female,51,1,51741.25,2,1,1,32928.32,0
5256,15605255,Kowalski,473.0,Spain,Male,45,8,113927.82,1,1,0,46369.48,0
5547,15605546,Muller,552.0,France,Male,48,8,165307.65,1,1,1,191719.02,0
4423,15604422,Nguyen,559.0,France,male,65,0,0.0,2,1,1,99997.57,0
4466,15604465,Okafor,605.0,France,Female,57,4,170885.06,1,1,1,107549.86,0
139,15600138,Kowalski,601.0,France,Female,30,10,161495.33,3,1,1,69336.34,0
868,15600867,Petrov,475.0,FRANCE,Female,48,1,0.0,1,1,0,30408.38,1
3908,15603907,Bianchi,807.0,Germany,Male,45,10,147357.15,3,0,0,59967.15,0
2723,15602722,Rossi,508.0, Germany  ,Female,40,9,0.0,2,1,0,113489.9,1
5597,15605596,Andersen,619.0,Germany,Female,54,10,0.0,3,1,0,39515.04,0
6985,15606984,Bianchi,736.0, Germany  ,Male,86,5,105789.58,1,1,1,118070.89,1
7510,15607509,Silva,822.0,Germany,Male,50,7,0.0,2,0,0,90813.38,1
3985,15603984,Schmidt,540.0,Spain,Female,58,0,130015.43,2,1,0,60256.38,0
8786,15608785,Andersen,748.0,Germany,Male,92,4,0.0,2,1,1,85905.44,1
3124,15603123,Novak,767.0,Spain,female,38,10,106124.56,2,1,0,28020.17,0
1274,15601273,Costa,537.0,Spain,Male,35,1,106189.7,1,1,0,130684.86,0
3602,15603601,Novak,628.0,France,Male,37,7,109689.81,2,0,1,181741.5,0
3080,15603079,Tanaka,715.0, France  ,Male,59,8,138174.83,2,1,0,107029.98,0
823,15600822,Rossi,760.0,France,Female,52,10,3711.59,2,1,1,92504.3,0
4020,15604019,Costa,639.0,Germany,Female,79,2,0.0,1,1,1,159165.21,1
5212,15605211,Rossi,527.0,Spain,female,61,3,89135.54,2,1,0,172949.77,0
4166,15604165,Costa,659.0,FRANCE,Female,63,5,20232.89,3,0,0,150776.96,0
7582,15607581,Dubois,615.0,Spain,male,48,8,29939.63,2,0,0,69056.92,0
2315,15602314,Dubois,557.0,Germany,Female,58,3,0.0,2,0,0,113731.06,0
6559,15606558,Bianchi,638.0,France,Male,60,6,90725.1,2,1,0,69509.75,0
888,15600887,Muller,603.0, Spain  ,Male,76,1,0.0,4,0,0,165654.49,0
4110,15604109,Kowalski,554.0, Spain  ,male,50,1,86144.78,2,1,0,132391.48,0
1124,15601123,Dubois,733.0,Spain,Male,37,6,0.0,3,0,0,61267.72,0
6325,15606324,Moreau,539.0,France,Male,55,4,23245.36,2,1,1,169308.15,1
90,15600089,Petrov,618.0,Spain,Female,52,5,,1,0,1,14103.02,1
2794,15602793,Andersen,749.0,Germany,female,33,5,80970.46,1,0,0,153565.36,0
4568,15604567,Kumar,567.0,France,Female,67,8,0.0,4,1,0,60948.14,1
8223,15608222,Novak,445.0,FRANCE,Female,60,4,137527.25,1,1,1,190947.92,1
2654,15602653,Ivanov,506.0,Spain,Female,48,2,112565.25,2,1,1,29719.24,0
6397,15606396,Fischer,789.0,France,female,55,8,137058.74,2,1,1,57554.18,0
1173,15601172,Ivanov,612.0,Germany,Female,48,2,117295.99,1,1,1,73731.85,1
1164,15601163,Andersen,521.0,Germany,Female,62,4,104314.23,1,0,1,32666.53,0
182,15600181,Muller,549.0,Spain,Male,64,4,88350.14,1,1,0,109865.94,0
3067,15603066,Petrov,511.0,Germany,female,51,2,70774.15,1,1,1,130423.16,1
386,15600385,Rossi,555.0,Spain,male,74,6,42258.02,2,0,0,43648.94,0
7148,15607147,Tanaka,616.0,Germany,Female,42,10,62293.24,1,0,1,30598.79,0
5516,15605515,Costa,702.0,FRANCE,Female,49,6,85342.04,2,0,0,188171.62,1
6396,15606395,Okafor,638.0,FRANCE,Male,61,4,0.0,1,0,1,64053.42,0
2360,15602359,Dubois,826.0,Germany,Male,41,7,124943.1,4,1,1,107878.37,0
4358,15604357,Garcia,728.0,Spain,Male,60,5,234568.51,1,1,0,166132.11,1
7084,15607083,Andersen,775.0,Germany,Female,45,7,0.0,1,1,0,14078.17,1
2653,15602652,Bianchi,587.0, France  ,Male,53,2,137173.93,2,1,1,32217.77,0
9283,15609282,Rossi,739.0,France,Male,35,2,0.0,2,1,0,163148.64,0
4881,15604880,Ivanov,699.0,France,Male,71,7,131403.73,2,1,1,45861.38,1
4301,15604300,Garcia,747.0,France,Female,45,0,0.0,2,1,0,99067.15,1
2845,15602844,Silva,452.0,France,female,45,5,0.0,2,1,0,58866.8,0
5156,15605155,Schmidt,578.0,France,male,48,8,71870.07,2,0,1,98303.47,1
7104,15607103,Fischer,529.0,France,Male,65,6,101595.72,2,1,1,95229.4,0
1916,15601915,Andersen,656.0,Germany,Male,54,9,119016.57,2,1,0,38088.81,0
6765,15606764,Silva,374.0,France,Male,37,10,0.0,1,1,0,182347.14,0
8359,15608358,Costa,505.0,FRANCE,female,50,1,0.0,2,0,0,11313.51,0
923,15600922,Tanaka,516.0,France,Male,53,7,98196.82,2,1,1,6087.29,0
8887,15608886,Costa,702.0,France,Female,59,3,120503.13,1,1,1,180134.46,0
3661,15603660,Fischer,679.0,Germany,Female,82,7,78678.09,2,1,1,136407.12,1
4449,15604448,Fischer,684.0,France,Male,48,6,0.0,1,1,1,149787.69,0
5996,15605995,Dubois,,Germany,female,49,4,22366.15,1,1,1,102092.55,0
2405,15602404,Ivanov,654.0,Spain,Female,50,0,"$95,440.46",1,1,0,33496.82,0
3613,15603612,Novak,847.0,France,Male,49,10,91248.71,2,1,1,60607.8,0
7124,15607123,Andersen,531.0,France,male,59,0,0.0,2,1,1,125965.56,0
2572,15602571,Moreau,426.0,Germany,female,36,3,68340.95,3,1,1,104755.18,0
6674,15606673,Andersen,620.0,Spain,Male,66,1,0.0,2,1,0,160640.41,0
2941,15602940,Kumar,784.0,Spain,female,79,10,178141.99,1,1,1,176642.83,0
7050,15607049,Andersen,609.0,FRANCE,Female,51,9,84489.31,1,1,0,135283.99,0
3589,15603588,Costa,538.0,Germany,Female,74,5,0.0,2,1,1,39409.15,0
4572,15604571,Okafor,694.0,Spain,Female,65,7,48151.12,2,1,1,197037.04,0
3206,15603205,Costa,631.0,Spain,Male,68,0,0.0,1,1,0,53082.3,1
8245,15608244,Fischer,621.0,Spain,Male,88,4,0.0,1,1,1,42378.5,1
7401,15607400,Kumar,828.0,France,Male,41,3,0.0,1,0,0,100057.15,0
9750,15609749,Andersen,467.0,France,Female,57,1,101147.49,1,0,1,4710.06,0
1545,15601544,Dubois,670.0,Germany,Male,45,8,0.0,3,0,1,53231.96,0
4138,15604137,Garcia,611.0,Germany,Female,44,1,100928.68,1,1,0,32940.01,0
1819,15601818,Rossi,605.0,France,Male,58,7,62703.34,1,0,0,62594.19,0
7962,15607961,Okafor,537.0,France,Female,51,8,$0.00,2,1,1,197084.53,0
4837,15604836,Rossi,731.0,Germany,Male,68,7,0.0,1,1,1,35096.05,0
8063,15608062,Muller,624.0,GERMANY,Female,46,9,71409.5,1,1,1,166775.75,0
7610,15607609,Smith,547.0,Spain,Female,87,3,161471.05,1,1,1,1097.41,0
9808,15609807,Schmidt,605.0,France,Male,74,7,138540.78,1,1,1,49510.75,1
8260,15608259,Moreau,662.0,France,Female,74,10,94556.37,2,0,1,110168.59,0
4563,15604562,Smith,512.0,Spain,female,45,7,59140.13,1,0,1,28891.52,0
6818,15606817,Andersen,714.0,Spain,Female,45,1,98756.9,1,1,1,11009.48,0
336,15600335,Petrov,702.0,Spain,Female,71,4,43226.42,1,1,0,104789.33,1
651,15600650,Silva,646.0,France,Male,69,5,80672.4,2,0,1,197382.41,0
1226,15601225,Bianchi,680.0,Germany,female,92,2,62228.68,1,1,0,53099.31,1
9080,15609079,Ivanov,605.0,France,Male,52,7,88588.18,2,1,1,81829.67,0
7585,15607584,Smith,850.0,France,female,78,10,76165.94,1,1,1,126998.63,1
7495,15607494,Schmidt,590.0, SPAIN  ,Male,74,7,124160.47,2,1,0,194018.45,1
3667,15603666,Fischer,576.0,France,Female,63,9,97116.6,1,1,1,,1
9346,15609345,Smith,454.0, Spain  ,Female,41,1,121714.38,2,1,1,92604.68,0
6934,15606933,Novak,681.0,Germany,Male,46,5,120216.52,1,0,1,199052.69,0
9551,15609550,Nguyen,678.0,France,Male,47,2,69874.28,4,1,0,79949.77,0
222,15600221,Silva,566.0,France,Male,66,2,95385.1,3,1,1,,0
4240,15604239,Dubois,643.0,France,Female,86,7,115625.94,1,1,0,187539.6,0
2117,15602116,Bianchi,754.0,France,Female,64,3,127089.6,1,1,1,114200.89,1
1411,15601410,Okafor,568.0,France,Female,67,10,50422.57,3,1,1,78023.99,0
1141,15601140,Schmidt,634.0,France,Male,54,10,61619.14,2,1,0,115632.48,0
6573,15606572,Smith,567.0,GERMANY,Male,57,9,0.0,1,1,1,148301.5,1
5185,15605184,Nguyen,690.0, Spain  ,Male,73,2,40875.18,2,1,0,55874.05,0
7339,15607338,Rossi,645.0,Germany,male,50,4,77254.46,1,0,1,147777.87,0
6242,15606241,Muller,564.0,France,Male,54,3,140594.53,1,1,1,170938.76,0
4865,15604864,Schmidt,671.0,France,Male,58,4,0.0,1,0,1,87198.47,1
445,15600444,Andersen,569.0,Spain,Female,63,9,118724.72,1,1,1,55695.8,0
7833,15607832,Tanaka,582.0,France,Male,63,3,162121.95,2,0,1,63602.74,0
5026,15605025,Rossi,641.0,Spain,Male,60,4,87872.24,1,1,0,20005.46,1
8240,15608239,Silva,568.0,Germany,Female,61,4,64653.14,4,1,1,136086.51,0
1823,15601822,Kowalski,817.0,France,Female,47,5,139030.98,1,1,0,12252.09,0
624,15600623,Tanaka,545.0,France,Male,43,0,0.0,1,1,1,25942.3,0
606,15600605,Andersen,728.0,Spain,Male,67,9,0.0,1,1,1,3075.78,0
1732,15601731,Moreau,410.0,Spain,Male,92,5,79602.28,1,0,1,,1
2042,15602041,Schmidt,785.0,Germany,male,48,6,217102.79,2,1,0,7541.05,0
3765,15603764,Tanaka,474.0,Germany,Female,47,6,156037.53,1,1,0,104422.84,0
8683,15608682,Smith,670.0,Germany,Male,66,10,124357.62,1,1,1,173891.51,1
5236,15605235,Schmidt,566.0,Spain,Male,56,5,0.0,2,1,0,168452.58,1
2563,15602562,Costa,609.0, Spain  ,Female,63,5,86977.71,1,0,1,39004.93,1
312,15600311,Costa,660.0,France,female,66,2,,2,0,1,174162.06,0
9763,15609762,Moreau,682.0,France,Male,70,9,0.0,1,1,0,16253.61,1
5794,15605793,Bianchi,527.0,Spain,Female,62,9,134788.75,1,1,1,90702.44,1
387,15600386,Okafor,640.0,Spain,Male,56,10,0.0,1,1,0,153205.06,0
6938,15606937,Kowalski,555.0,France,Female,46,0,0.0,1,1,0,53917.32,0
8286,15608285,Smith,658.0,Spain,Female,59,8,107689.11,2,1,0,152457.11,0
8473,15608472,Silva,579.0,Spain,Female,52,7,61105.81,1,1,1,123634.32,0
2062,15602061,Fischer,570.0,Germany,Male,44,4,193575.79,1,0,1,130436.07,0
5816,15605815,Okafor,647.0,France,male,55,7,80254.35,1,0,0,112090.0,1
6254,15606253,Andersen,610.0,GERMANY,Male,65,2,102526.71,1,1,0,72619.36,1
614,15600613,Ivanov,630.0,France,Female,77,5,0.0,1,1,1,149733.74,1
4684,15604683,Okafor,772.0,France,Female,64,0,93212.12,2,1,0,3058.14,0
2203,15602202,Smith,750.0,France,Male,54,2,0.0,3,1,0,145373.89,0
3577,15603576,Novak,682.0,GERMANY,male,53,6,49298.33,2,0,0,28573.93,1
2918,15602917,Moreau,595.0, SPAIN  ,Female,52,5,0.0,1,1,1,43864.89,0
212,15600211,Kumar,679.0,Germany,Male,43,10,0.0,2,1,0,27008.18,0
2902,15602901,Petrov,676.0,Germany,Female,58,4,18981.57,1,0,0,24033.95,1
4670,15604669,Tanaka,571.0,FRANCE,Male,51,7,126237.22,1,1,1,93375.38,0
3497,15603496,Rossi,738.0,Spain,Female,56,3,107899.22,2,1,0,157472.4,0
9976,15609975,Muller,649.0,Spain,Female,66,4,0.0,1,1,0,134442.89,1
7999,15607998,Rossi,773.0,Spain,Female,55,3,130105.96,1,1,1,85795.77,1
4997,15604996,Kumar,478.0,France,female,49,7,37114.94,1,0,0,75139.36,0
3709,15603708,Silva,581.0, France  ,Male,69,8,145040.78,1,0,0,124556.58,1
58,15600057,Muller,675.0,France,Female,70,3,0.0,1,0,0,163458.78,1
3313,15603312,Moreau,814.0,GERMANY,male,52,3,142656.52,2,1,1,133461.31,0
163,15600162,Tanaka,571.0,Germany,Male,42,0,99987.28,1,0,0,185411.68,0
294,15600293,Kowalski,609.0,FRANCE,Female,46,1,0.0,2,1,1,36637.08,0
7013,15607012,Kumar,606.0,Spain,Female,45,1,0.0,2,1,1,135429.78,0
1957,15601956,Andersen,651.0,Spain,female,61,4,0.0,2,1,1,129501.02,0
198,15600197,Rossi,690.0,GERMANY,Female,46,1,66681.61,1,1,1,181567.09,0
1798,15601797,Muller,637.0,,Male,42,9,0.0,1,1,1,162799.16,0
9301,15609300,Dubois,700.0,Spain,Female,92,10,6590.12,2,1,1,36757.71,0
2984,15602983,Petrov,552.0, SPAIN  ,male,58,8,0.0,2,1,1,180900.75,0
742,15600741,Nguyen,850.0,FRANCE,Male,54,6,0.0,1,0,1,164408.81,1
8151,15608150,Petrov,519.0, France  ,Male,49,4,0.0,1,1,0,134258.29,0
2453,15602452,Okafor,850.0,Spain,Male,50,6,144974.81,2,1,0,87868.33,0
3902,15603901,Bianchi,644.0,FRANCE,Male,55,0,38409.27,2,1,1,12245.51,1
4949,15604948,Garcia,638.0,France,Male,40,7,72162.38,1,1,0,117131.3,1
6596,15606595,Silva,699.0,Germany,Female,35,3,42203.6,2,0,1,157570.36,0
5324,15605323,Ivanov,597.0, France  ,Male,34,5,99939.04,1,1,1,111670.04,0
3371,15603370,Bianchi,668.0,Spain,Male,86,9,0.0,1,0,0,65790.61,1
9730,15609729,Costa,682.0,Germany,Female,51,3,0.0,3,1,1,175178.0,1
8805,15608804,Andersen,694.0,France,male,59,8,58108.94,2,1,0,177843.87,0
2575,15602574,Nguyen,501.0, Spain  ,Male,69,9,0.0,2,0,1,174737.87,0
8005,15608004,Moreau,655.0,Germany,Male,64,2,128731.27,1,1,0,70264.58,1
1322,15601321,Garcia,793.0,Germany,Female,44,1,0.0,1,1,1,170853.72,0
4302,15604301,Costa,490.0,Germany,Female,92,0,73958.27,1,1,1,29264.49,0
1064,15601063,Kumar,714.0,Spain,Female,49,2,0.0,3,1,1,149236.01,0
6912,15606911,Nguyen,594.0,France,Male,52,10,43519.67,2,0,1,149784.77,0
