CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ValueSegment,LifeStageSegment,HighRiskChurn,PremiumCustomer,EstimatedAnnualRevenue
15605816,Tanaka,745.0,Germany,Male,71,2,0.0,1,1,0,99086.1,1,Medium-Value,Senior,True,False,320.0
15609518,Moreau,663.0,Spain,Female,63,7,0.0,2,0,0,103419.21,0,High-Value,Senior,False,False,400.0
15601183,Tanaka,665.0,Spain,Female,57,1,0.0,1,1,1,198652.33,1,Medium-Value,Established,False,False,368.0
15606807,Moreau,596.0,Spain,Male,47,9,62377.67,2,1,0,89265.79,1,High-Value,Established,False,False,1767.55
15603019,Kumar,629.0,France,Female,49,4,125498.31,2,0,0,274.96,1,High-Value,Established,False,False,2909.97
15604274,Smith,691.0,France,Female,63,1,149700.42,2,1,1,113214.04,1,High-Value,Senior,False,True,4041.11
15606322,Rossi,609.0,France,Male,53,0,61386.09,1,0,1,23806.52,0,Medium-Value,Established,False,False,1641.88
15606701,Smith,562.0,France,Male,78,0,85443.26,3,1,1,175532.5,0,High-Value,Senior,False,False,2793.19
15601167,Ivanov,734.0,France,Male,46,4,62754.0,1,1,0,178958.17,0,Medium-Value,Established,True,False,1575.08
15600032,Okafor,698.0,France,Female,52,7,90847.91,2,1,0,58022.83,0,High-Value,Established,False,False,2336.96
15600473,Silva,745.0,France,Male,57,5,0.0,1,1,0,49363.4,0,Medium-Value,Established,True,False,320.0
15602621,Ivanov,740.0,Spain,Female,79,6,89094.25,1,1,1,45123.5,1,Medium-Value,Senior,False,False,2417.17
15601234,Novak,583.0,France,Male,54,5,110941.75,1,1,1,43783.55,1,High-Value,Established,False,False,2919.66
15607899,Garcia,715.0,Germany,Female,57,4,28596.38,1,0,0,128210.23,1,Medium-Value,Established,True,False,771.93
15607588,Rossi,521.0,France,Female,50,6,87189.28,2,1,0,198581.63,1,High-Value,Established,False,False,2263.79
15601508,Schmidt,506.0,Germany,Female,63,7,0.0,1,0,1,140794.8,1,Medium-Value,Senior,False,False,230.0
15608294,Okafor,571.0,Spain,Male,62,1,0.0,2,1,0,143451.89,0,High-Value,Senior,False,False,520.0
15609257,Muller,560.0,Spain,Female,45,0,78555.08,1,1,0,22618.95,0,Medium-Value,Established,True,False,1891.1
15608588,Andersen,662.0,Spain,Female,90,8,3390.65,1,1,0,171196.26,1,Medium-Value,Senior,True,False,387.81
15601173,Muller,535.0,Germany,Female,49,7,65076.36,1,1,1,156024.44,0,Medium-Value,Established,False,False,1864.76
15600438,Okafor,778.0,France,Male,60,3,0.0,3,1,1,34552.06,0,High-Value,Senior,False,False,828.0
15606354,Kumar,621.0,France,Male,70,4,0.0,1,1,0,156989.8,0,Medium-Value,Senior,True,False,320.0
15608816,Ivanov,486.0,Germany,Female,37,9,0.0,1,1,1,120635.76,0,Medium-Value,Established,False,False,368.0
15608732,Ivanov,414.0,Germany,Female,64,8,0.0,1,1,0,120757.24,1,Medium-Value,Senior,True,False,320.0
15607697,Dubois,802.0,France,Male,43,5,0.0,2,0,0,40321.59,0,High-Value,Established,False,False,400.0
15609123,Dubois,850.0,France,Female,53,1,0.0,1,1,1,105676.12,1,Medium-Value,Established,False,False,368.0
15608138,Schmidt,580.0,France,Female,44,4,85487.57,2,1,0,5788.17,1,High-Value,Established,False,False,2229.75
15606636,Okafor,656.0,France,Female,55,10,0.0,2,1,1,39901.14,0,High-Value,Established,False,False,598.0
15608859,Smith,752.0,Germany,Female,68,4,0.0,1,1,0,40423.05,1,Medium-Value,Senior,True,False,320.0
15604804,Costa,760.0,France,Female,45,4,65080.0,1,1,0,196004.33,0,Medium-Value,Established,True,False,1621.6
15601288,Rossi,394.0,Spain,Male,42,7,0.0,1,0,0,140503.12,1,Medium-Value,Established,True,False,200.0
15600783,Rossi,625.0,France,Female,35,6,49425.07,1,0,0,70597.6,0,Medium-Value,Established,True,False,1188.5
15600929,Fischer,596.0,France,Female,64,8,0.0,1,1,1,26483.23,0,Medium-Value,Senior,False,False,368.0
15603990,Nguyen,601.0,Germany,Female,64,2,88599.2,1,1,0,172900.92,1,Medium-Value,Senior,True,False,2091.98
15604417,Muller,650.0,Spain,Female,83,2,0.0,1,0,1,177046.73,0,Medium-Value,Senior,False,False,230.0
15608802,Nguyen,721.0,Spain,Male,49,7,0.0,3,1,0,46670.27,1,High-Value,Established,False,False,720.0
15600691,Nguyen,733.0,France,Male,41,1,38548.03,1,1,0,119590.53,1,Medium-Value,Established,True,False,1090.96
15606009,Okafor,585.0,France,Male,43,3,87810.39,1,0,1,118541.67,0,Medium-Value,Established,False,False,2249.64
15609575,Kumar,642.0,Spain,Male,52,8,0.0,1,1,1,182920.56,1,Medium-Value,Established,False,False,368.0
15603092,Kumar,694.0,Germany,Female,44,10,106376.09,1,1,0,123037.88,1,Medium-Value,Established,True,False,2447.52
15600394,Kumar,707.0,France,Female,68,2,0.0,2,1,1,47294.03,0,High-Value,Senior,False,False,598.0
15608323,Garcia,613.0,Spain,Male,64,3,56774.46,2,0,1,79059.59,0,High-Value,Senior,False,False,1765.81
15603931,Okafor,600.0,Germany,Female,55,2,0.0,1,0,0,146332.22,1,Medium-Value,Established,True,False,200.0
15606789,Kumar,753.0,France,Female,67,8,0.0,2,1,1,85232.16,1,High-Value,Senior,False,False,598.0
15606238,Bianchi,514.0,Germany,Male,64,7,79110.9,2,1,0,149997.65,1,High-Value,Senior,False,False,2102.22
15605854,Tanaka,850.0,France,Female,55,6,0.0,1,1,1,36928.59,0,Medium-Value,Established,False,False,368.0
15609746,Dubois,744.0,France,Female,38,8,68847.18,2,0,0,177788.23,1,High-Value,Established,False,False,1776.94
15601038,Tanaka,663.0,Germany,Male,47,0,46316.58,2,0,1,81616.26,0,High-Value,Established,False,False,1525.28
15601186,Rossi,648.0,Germany,Male,50,0,0.0,2,1,0,60674.06,0,High-Value,Established,False,False,520.0
15603227,Ivanov,718.0,Spain,Female,47,3,56004.7,2,1,1,109342.33,0,High-Value,Established,False,False,1886.11
15602785,Rossi,598.0,France,Female,37,2,38634.13,2,1,1,195168.29,0,High-Value,Established,False,False,1486.58
15601755,Kowalski,657.0,Germany,Female,47,9,77945.73,1,1,1,37726.55,1,Medium-Value,Established,False,False,2160.75
15604265,Bianchi,754.0,France,Female,49,10,168337.51,1,1,0,44091.11,1,High-Value,Established,True,False,3686.75
15607462,Dubois,516.0,Spain,Female,62,8,62377.67,2,1,1,54124.82,0,High-Value,Senior,False,False,2032.69
15608419,Dubois,733.0,Germany,Male,60,3,0.0,2,1,1,30256.72,1,High-Value,Senior,False,False,598.0
15602670,Nguyen,695.0,France,Female,62,1,52359.49,1,0,0,159548.96,0,Medium-Value,Senior,True,False,1247.19
15606268,Garcia,660.0,Spain,Female,85,2,70565.48,4,1,1,199129.82,0,High-Value,Senior,False,False,2681.01
15603864,Novak,525.0,France,Male,55,5,94551.81,1,1,0,157740.21,0,Medium-Value,Established,True,False,2211.04
15603740,Dubois,652.0,France,Female,32,5,85015.93,1,1,0,135625.49,1,Medium-Value,Young Professional,True,False,2020.32
15607303,Dubois,707.0,Germany,Female,64,0,0.0,3,1,0,116496.09,0,High-Value,Senior,False,False,720.0
15600536,Silva,492.0,France,Male,48,7,0.0,2,1,1,134357.06,0,High-Value,Established,False,False,598.0
15605177,Silva,570.0,Spain,Female,74,4,0.0,2,1,1,164697.21,0,High-Value,Senior,False,False,598.0
15606095,Novak,809.0,Spain,Male,45,6,0.0,2,0,1,28621.26,0,High-Value,Established,False,False,460.0
15604311,Schmidt,598.0,France,Male,67,8,85264.43,1,0,0,116006.5,1,Medium-Value,Senior,True,False,1905.29
15600685,Petrov,576.0,France,Female,43,4,0.0,1,1,0,59729.77,1,Medium-Value,Established,True,False,320.0
15608565,Novak,850.0,Germany,Male,60,3,18471.63,2,0,1,187063.67,1,High-Value,Senior,False,False,884.85
15605458,Andersen,689.0,France,Male,38,0,0.0,1,1,0,125623.17,1,Medium-Value,Established,True,False,320.0
15601217,Kumar,745.0,Germany,Male,59,3,58480.21,2,1,1,107439.73,0,High-Value,Established,False,False,1943.04
15605065,Costa,677.0,Spain,Female,64,7,0.0,1,0,1,62156.32,0,Medium-Value,Senior,False,False,230.0
15608746,Okafor,647.0,France,Female,51,2,90142.96,1,0,1,10957.09,1,Medium-Value,Established,False,False,2303.29
15603165,Tanaka,600.0,France,Female,44,0,0.0,1,0,0,89972.09,1,Medium-Value,Established,True,False,200.0
15602973,Bianchi,850.0,France,Female,58,7,0.0,2,1,0,171551.2,1,High-Value,Established,False,False,520.0
15602065,Andersen,663.0,Germany,Male,65,0,66798.34,1,0,0,192437.85,1,Medium-Value,Senior,True,False,1535.97
15603633,Nguyen,619.0,France,Male,46,2,0.0,1,1,1,64616.52,1,Medium-Value,Established,False,False,368.0
15605453,Nguyen,625.0,Germany,Female,50,10,0.0,1,1,1,120480.93,0,Medium-Value,Established,False,False,368.0
15609215,Dubois,694.0,France,Female,66,8,58216.34,2,0,0,189448.17,1,High-Value,Senior,False,False,1564.33
15604060,Rossi,537.0,Germany,Male,55,2,67400.57,1,1,1,69365.63,1,Medium-Value,Established,False,False,1918.21
15607671,Tanaka,579.0,Spain,Male,41,10,0.0,1,1,1,51907.63,0,Medium-Value,Established,False,False,368.0
15601555,Muller,683.0,France,Female,74,9,0.0,1,1,0,190112.99,1,Medium-Value,Senior,True,False,320.0
15600659,Garcia,704.0,France,Female,60,3,121932.08,1,0,1,12589.5,0,High-Value,Senior,False,False,3034.44
15603986,Kowalski,648.0,France,Male,51,7,37562.28,1,0,0,44601.5,1,Medium-Value,Established,True,False,951.25
15606986,Andersen,631.0,France,Female,46,6,74229.14,1,1,1,17476.73,0,Medium-Value,Established,False,False,2075.27
15607356,Garcia,603.0,Germany,Male,63,7,0.0,2,1,0,96897.12,1,High-Value,Senior,False,False,520.0
15603614,Nguyen,716.0,Spain,Female,74,7,36241.99,2,1,0,45469.79,1,High-Value,Senior,False,False,1244.84
15605485,Muller,533.0,France,Female,65,1,77063.45,1,1,1,19396.69,1,Medium-Value,Senior,False,False,2140.46
15609006,Nguyen,755.0,Germany,Male,51,3,0.0,4,1,1,75072.17,1,High-Value,Established,False,False,1058.0
15600209,Nguyen,512.0,France,Male,57,9,0.0,2,1,1,34474.27,0,High-Value,Established,False,False,598.0
15600007,Costa,672.0,Germany,Female,67,5,0.0,2,1,1,134232.7,1,High-Value,Senior,False,False,598.0
15609204,Novak,742.0,France,Female,44,8,109913.1,2,1,0,85868.8,0,High-Value,Established,False,False,2718.26
15607376,Novak,643.0,France,Male,42,4,106404.78,2,1,0,6403.36,0,High-Value,Established,False,False,2648.1
15605425,Dubois,616.0,Germany,Female,54,7,59413.44,1,1,1,195317.98,0,Medium-Value,Established,False,False,1734.51
15600308,Kowalski,650.0,France,Male,81,1,0.0,1,0,0,112332.04,1,Medium-Value,Senior,True,False,200.0
15600146,Smith,398.0,France,Female,63,0,0.0,2,1,1,78399.6,0,High-Value,Senior,False,False,598.0
15608567,Rossi,670.0,Germany,Male,61,0,0.0,2,1,1,20396.13,0,High-Value,Senior,False,False,598.0
15607618,Garcia,616.0,Germany,Female,53,4,0.0,1,1,1,18745.13,1,Medium-Value,Established,False,False,368.0
15607590,Rossi,715.0,Germany,Male,28,5,203959.33,3,0,0,169365.2,0,High-Value,Young Professional,False,False,4679.19
15605821,Kumar,589.0,Spain,Male,45,7,103931.71,2,1,0,180097.26,1,High-Value,Established,False,False,2598.63
15601892,Schmidt,849.0,France,Female,51,1,69404.19,1,0,1,53172.77,0,Medium-Value,Established,False,False,1826.3
15606083,Moreau,519.0,Spain,Male,39,2,0.0,1,0,0,197898.13,0,Medium-Value,Established,True,False,200.0
15601114,Muller,620.0,France,Male,39,5,99439.88,2,1,0,134141.39,0,High-Value,Established,False,False,2508.8
15600028,Andersen,558.0,Spain,Male,49,4,14674.74,1,1,0,116.94,1,Medium-Value,Established,True,False,613.49
15606485,Moreau,508.0,Spain,Male,37,5,138070.68,1,0,0,131056.14,0,High-Value,Established,True,False,2961.41
15608246,Tanaka,664.0,France,Female,52,10,136980.8,2,1,0,29634.36,1,High-Value,Established,False,False,3259.62
15605802,Tanaka,841.0,France,Female,43,0,0.0,2,1,0,90106.73,0,High-Value,Established,False,False,520.0
15608527,Petrov,587.0,France,Male,35,1,0.0,1,1,1,93871.16,0,Medium-Value,Established,False,False,368.0
15606955,Moreau,618.0,France,Male,62,10,0.0,2,1,1,344.02,0,High-Value,Senior,False,False,598.0
15603516,Muller,613.0,Germany,Female,45,8,149056.88,1,1,1,44310.29,1,High-Value,Established,False,True,3796.31
15607281,Garcia,525.0,Spain,Male,39,5,12669.49,2,1,0,10202.17,1,High-Value,Established,False,False,773.39
15604839,Moreau,694.0,France,Female,44,9,0.0,1,0,1,20227.28,0,Medium-Value,Established,False,False,230.0
15604080,Moreau,527.0,Spain,Female,49,4,43774.62,2,0,1,190642.25,0,High-Value,Established,False,False,1466.82
15609005,Novak,670.0,Germany,Male,68,5,62862.4,2,1,0,84260.6,1,High-Value,Senior,False,False,1777.25
15608876,Kowalski,350.0,France,Female,43,8,122626.68,3,1,1,180908.28,0,High-Value,Established,False,False,3648.41
15602161,Dubois,662.0,Germany,Male,37,1,101430.4,2,1,0,37727.49,0,High-Value,Established,False,False,2548.61
15603353,Kumar,674.0,France,Female,57,7,72156.96,1,1,0,85018.44,1,Medium-Value,Established,True,False,1763.14
15604485,Ivanov,451.0,Germany,Male,58,10,0.0,1,0,1,147528.48,1,Medium-Value,Established,False,False,230.0
15607679,Garcia,691.0,France,Female,53,2,0.0,1,1,1,190993.33,0,Medium-Value,Established,False,False,368.0
15606224,Ivanov,652.0,France,Female,49,10,0.0,2,0,1,62487.61,0,High-Value,Established,False,False,460.0
15603219,Tanaka,648.0,Spain,Female,54,5,84341.53,2,1,1,143278.28,0,High-Value,Established,False,False,2537.86
15606071,Kumar,731.0,Spain,Male,66,2,85546.84,4,1,0,11463.69,1,High-Value,Senior,False,False,2630.94
15608308,Kumar,714.0,France,Female,53,8,109603.6,2,0,1,112626.18,1,High-Value,Established,False,False,2980.88
15600793,Petrov,653.0,France,Female,45,9,0.0,1,0,0,54642.23,0,Medium-Value,Established,True,False,200.0
15603329,Moreau,562.0,Spain,Male,61,10,99833.16,1,1,0,176447.0,0,Medium-Value,Senior,True,False,2316.66
15609802,Novak,754.0,Spain,Male,63,9,36716.03,1,1,0,191380.33,1,Medium-Value,Senior,True,False,1054.32
15607371,Okafor,713.0,Germany,Female,56,3,0.0,1,0,1,117156.23,0,Medium-Value,Established,False,False,230.0
15607105,Kowalski,612.0,Spain,Male,42,3,0.0,2,1,0,58908.41,0,High-Value,Established,False,False,520.0
15600964,Moreau,696.0,France,Male,32,6,121276.15,2,1,1,177309.08,0,High-Value,Young Professional,False,False,3387.35
15604512,Rossi,850.0,Germany,Female,76,8,0.0,2,1,0,194832.99,0,High-Value,Senior,False,False,520.0
15606635,Rossi,640.0,France,Female,61,2,0.0,1,1,1,104206.09,0,Medium-Value,Senior,False,False,368.0
15609321,Costa,575.0,Germany,Female,53,6,62377.67,3,1,0,158224.5,0,High-Value,Established,False,False,1967.55
15602492,Moreau,708.0,Germany,Male,49,3,0.0,2,1,1,123410.79,1,High-Value,Established,False,False,598.0
15608888,Fischer,761.0,Spain,Male,43,0,112301.87,1,0,0,140309.94,1,High-Value,Established,True,False,2446.04
15604267,Moreau,610.0,France,Female,47,2,112354.29,1,0,1,28675.83,0,High-Value,Established,False,False,2814.15
15605336,Kumar,604.0,France,Female,42,2,123059.12,2,0,1,131646.64,1,High-Value,Established,False,False,3290.36
15601750,Moreau,587.0,Germany,Female,46,8,0.0,1,1,0,125544.69,1,Medium-Value,Established,True,False,320.0
15609212,Moreau,443.0,France,Female,67,2,0.0,2,0,0,48542.62,0,High-Value,Senior,False,False,400.0
15605914,Andersen,656.0,France,Female,77,3,2974.51,1,0,0,76829.8,1,Medium-Value,Senior,True,False,259.49
15601024,Petrov,663.0,Germany,Female,51,9,0.0,2,0,0,152512.96,0,High-Value,Established,False,False,400.0
15603407,Novak,553.0,Spain,Female,56,5,149878.01,3,0,1,164826.57,0,High-Value,Established,False,False,4137.19
15609383,Dubois,619.0,Germany,Male,36,5,0.0,1,1,1,132168.17,0,Medium-Value,Established,False,False,368.0
15609121,Bianchi,633.0,France,Female,66,1,24229.0,2,0,0,129529.55,0,High-Value,Senior,False,False,884.58
15601812,Costa,692.0,France,Male,54,5,108692.37,1,1,1,11319.24,0,Medium-Value,Established,False,False,2867.92
15601572,Kumar,680.0,Spain,Male,63,8,153949.85,2,1,1,106975.06,0,High-Value,Senior,False,True,4138.85
15606445,Nguyen,669.0,France,Female,62,4,134406.8,1,1,1,161526.72,0,High-Value,Senior,False,False,3459.36
15606490,Schmidt,536.0,Spain,Male,57,7,0.0,2,1,0,9183.21,0,High-Value,Established,False,False,520.0
15601988,Dubois,664.0,Germany,Male,62,0,123107.15,2,1,1,46441.41,0,High-Value,Senior,False,False,3429.46
15600108,Silva,676.0,France,Female,69,1,0.0,2,0,1,81273.74,0,High-Value,Senior,False,False,460.0
15607217,Muller,575.0,France,Male,44,0,0.0,2,0,1,56491.21,1,High-Value,Established,False,False,460.0
15609408,Garcia,632.0,Spain,Male,92,4,81804.91,1,0,1,56127.29,1,Medium-Value,Senior,False,False,2111.51
15609934,Smith,742.0,France,Male,47,0,0.0,1,1,1,184145.39,0,Medium-Value,Established,False,False,368.0
15604537,Kumar,631.0,France,Female,47,5,72449.29,1,0,1,22004.11,1,Medium-Value,Established,False,False,1896.33
15600552,Petrov,680.0,Germany,Female,65,9,0.0,3,1,1,104680.92,0,High-Value,Senior,False,False,828.0
15605448,Tanaka,616.0,France,Female,64,6,0.0,1,1,1,79296.1,1,Medium-Value,Senior,False,False,368.0
15602733,Dubois,763.0,Spain,Male,56,5,0.0,2,1,0,72572.69,1,High-Value,Established,False,False,520.0
15603095,Nguyen,802.0,Germany,Male,47,5,83597.72,1,1,0,187597.14,1,Medium-Value,Established,True,False,1991.95
15603057,Rossi,598.0,Germany,Male,50,2,0.0,2,1,1,2364.03,0,High-Value,Established,False,False,598.0
15607443,Andersen,651.0,Germany,Female,67,0,86835.97,1,0,1,135542.42,1,Medium-Value,Senior,False,False,2227.23
15607971,Okafor,622.0,France,Male,55,7,96978.55,3,1,1,140227.24,0,High-Value,Established,False,False,3058.51
15601312,Nguyen,732.0,France,Male,45,3,0.0,1,0,1,163404.6,0,Medium-Value,Established,False,False,230.0
15608696,Kumar,640.0,France,Female,54,5,52114.36,2,0,1,177896.46,0,High-Value,Established,False,False,1658.63
15606321,Bianchi,609.0,Germany,Female,58,3,16962.4,2,1,0,112488.03,1,High-Value,Established,False,False,859.25
15601332,Tanaka,766.0,Spain,Male,57,7,111527.58,1,1,0,173258.14,1,High-Value,Established,True,False,2550.55
15608974,Muller,624.0,Spain,Male,71,1,65881.93,1,1,1,130605.02,1,Medium-Value,Senior,False,False,1883.28
15608495,Smith,768.0,Germany,Male,65,10,0.0,2,1,1,129825.03,0,High-Value,Senior,False,False,598.0
15608528,Moreau,686.0,Germany,Male,83,7,0.0,1,1,1,36836.86,0,Medium-Value,Senior,False,False,368.0
15605768,Silva,590.0,Spain,Female,63,10,73413.74,2,1,0,166866.85,0,High-Value,Senior,False,False,1988.27
15607068,Novak,650.0,Germany,Male,49,5,0.0,3,0,1,84698.68,0,High-Value,Established,False,False,690.0
15602908,Rossi,707.0,Germany,Male,44,3,75231.2,2,1,1,72922.88,0,High-Value,Established,False,False,2328.32
15606930,Okafor,650.0,Germany,Male,44,5,95898.05,1,0,0,167880.26,0,Medium-Value,Established,True,False,2117.96
15604432,Schmidt,573.0,Spain,Male,56,10,45544.2,2,0,1,100642.75,0,High-Value,Established,False,False,1507.52
15603300,Novak,826.0,Germany,Male,47,9,0.0,1,1,0,9643.13,0,Medium-Value,Established,True,False,320.0
15602158,Petrov,571.0,France,Male,49,0,0.0,1,1,0,112289.57,1,Medium-Value,Established,True,False,320.0
15608113,Garcia,664.0,Spain,Female,49,1,0.0,1,1,1,11536.73,0,Medium-Value,Established,False,False,368.0
15605897,Bianchi,603.0,France,Female,67,4,88141.49,3,1,1,54923.53,0,High-Value,Senior,False,False,2855.25
15607001,Tanaka,631.0,Germany,Male,51,4,148772.89,2,0,0,186206.47,0,High-Value,Established,False,False,3375.46
15604604,Dubois,662.0,Spain,Female,56,5,0.0,2,0,0,99882.02,0,High-Value,Established,False,False,400.0
15606039,Dubois,565.0,France,Male,42,10,0.0,4,1,1,55611.78,0,High-Value,Established,False,False,1058.0
15600712,Kumar,666.0,Germany,Male,61,3,0.0,1,1,1,149992.13,0,Medium-Value,Senior,False,False,368.0
15609338,Costa,638.0,France,Female,38,0,124544.75,1,1,0,157542.17,1,High-Value,Established,True,False,2810.9
15606952,Petrov,439.0,Spain,Male,53,0,83172.05,1,1,1,186886.64,0,Medium-Value,Established,False,False,2280.96
15600830,Dubois,573.0,France,Male,49,4,146421.78,2,0,0,107685.71,0,High-Value,Established,False,False,3328.44
15609893,Fischer,597.0,Spain,Female,62,10,0.0,2,1,1,59752.75,0,High-Value,Senior,False,False,598.0
15603178,Dubois,771.0,Spain,Male,51,3,0.0,2,1,0,187504.31,1,High-Value,Established,False,False,520.0
15604525,Silva,522.0,France,Female,35,9,97959.68,2,0,0,25866.92,0,High-Value,Established,False,False,2359.19
15602661,Nguyen,556.0,Spain,Female,36,7,0.0,1,1,1,31143.94,0,Medium-Value,Established,False,False,368.0
15605607,Fischer,661.0,France,Male,36,3,78635.04,2,0,0,141007.68,0,High-Value,Established,False,False,1972.7
15604067,Tanaka,436.0,Germany,Male,48,1,118704.8,1,1,1,198671.04,0,High-Value,Established,False,False,3098.21
15603791,Muller,722.0,Germany,Female,35,2,0.0,2,1,0,20616.03,0,High-Value,Established,False,False,520.0
15607076,Petrov,507.0,Spain,Male,72,1,0.0,1,1,1,134936.56,1,Medium-Value,Senior,False,False,368.0
15607051,Tanaka,716.0,Spain,Male,57,2,23307.98,3,1,0,36840.3,0,High-Value,Established,False,False,1186.16
15603972,Rossi,694.0,France,Male,57,4,91604.17,1,1,1,51333.35,0,Medium-Value,Established,False,False,2474.9
15602333,Petrov,667.0,France,Female,42,0,56552.98,1,1,1,187716.76,0,Medium-Value,Established,False,False,1668.72
15601537,Rossi,781.0,France,Male,49,3,88344.17,1,0,0,185033.06,1,Medium-Value,Established,True,False,1966.88
15606754,Costa,667.0,France,Male,70,5,67076.78,2,0,1,115470.18,0,High-Value,Senior,False,False,2002.77
15605299,Petrov,690.0,Germany,Female,69,10,116317.27,1,1,1,199894.53,0,High-Value,Senior,False,False,3043.3
15603262,Kumar,752.0,Germany,Male,55,9,0.0,2,1,0,72231.88,1,High-Value,Established,False,False,520.0
15602167,Petrov,705.0,France,Female,49,6,101755.5,1,1,1,18236.54,0,Medium-Value,Established,False,False,2708.38
15601111,Dubois,446.0,France,Female,41,1,155145.11,2,1,1,144276.28,0,High-Value,Established,False,True,4166.34
15600136,Novak,610.0,Germany,Female,55,0,0.0,1,1,0,165612.44,1,Medium-Value,Established,True,False,320.0
15604173,Ivanov,560.0,Spain,Male,47,9,84434.65,1,0,1,122018.24,0,Medium-Value,Established,False,False,2172.0
15607853,Andersen,507.0,Spain,Male,33,5,0.0,2,1,0,180942.43,0,High-Value,Young Professional,False,False,520.0
15600067,Ivanov,783.0,Germany,Male,60,0,103518.05,1,1,1,73551.83,1,Medium-Value,Senior,False,False,2748.92
15602456,Petrov,778.0,France,Male,71,10,139695.42,1,1,1,27866.38,1,High-Value,Senior,False,False,3580.99
15606656,Schmidt,831.0,France,Female,51,7,20001.98,4,1,1,55585.31,0,High-Value,Established,False,False,1518.05
15600324,Bianchi,536.0,Spain,Male,59,8,140137.43,1,1,0,148323.97,1,High-Value,Established,True,False,3122.75
15604230,Okafor,639.0,France,Male,65,9,1418.77,1,0,1,107508.55,0,Medium-Value,Senior,False,False,262.63
15608657,Petrov,723.0,Spain,Female,52,7,18095.19,1,1,1,19188.19,1,Medium-Value,Established,False,False,784.19
15604426,Garcia,654.0,France,Male,67,5,0.0,2,0,0,57502.65,0,High-Value,Senior,False,False,400.0
15608457,Fischer,535.0,France,Male,64,6,62377.67,2,1,1,87455.69,0,High-Value,Senior,False,False,2032.69
15604232,Novak,730.0,France,Male,69,2,144598.6,2,1,0,20189.74,1,High-Value,Senior,False,False,3411.97
15604954,Ivanov,632.0,Spain,Male,55,7,0.0,1,1,0,26274.14,0,Medium-Value,Established,True,False,320.0
15601576,Andersen,586.0,Germany,Female,59,3,0.0,1,0,1,101726.98,1,Medium-Value,Established,False,False,230.0
15601159,Kowalski,573.0,Spain,Female,52,2,0.0,1,1,0,81597.36,1,Medium-Value,Established,True,False,320.0
15606237,Garcia,700.0,Germany,Female,49,5,104924.14,2,1,1,103903.5,1,High-Value,Established,False,False,3011.26
15606129,Ivanov,569.0,France,Female,46,6,97692.13,1,1,1,7407.93,0,Medium-Value,Established,False,False,2614.92
15608644,Smith,804.0,France,Female,92,5,0.0,2,1,0,80049.62,1,High-Value,Senior,False,False,520.0
15608416,Andersen,634.0,Germany,Female,66,4,75320.03,1,1,0,140817.26,0,Medium-Value,Senior,True,False,1826.4
15609546,Smith,446.0,Germany,Female,51,1,105098.07,1,0,0,152485.31,1,Medium-Value,Established,True,False,2301.96
15600526,Moreau,761.0,Spain,Female,42,10,0.0,1,1,1,72045.03,0,Medium-Value,Established,False,False,368.0
15600509,Dubois,561.0,Germany,Female,53,5,111795.23,2,0,0,70561.12,1,High-Value,Established,False,False,2635.9
15603418,Okafor,624.0,Spain,Male,74,2,0.0,2,0,1,33022.94,0,High-Value,Senior,False,False,460.0
15605182,Novak,573.0,Spain,Female,59,6,0.0,3,0,1,187422.95,0,High-Value,Established,False,False,690.0
15607515,Garcia,480.0,France,Female,72,3,0.0,2,0,0,163864.32,1,High-Value,Senior,False,False,400.0
15606912,Garcia,486.0,Germany,Male,58,4,136794.6,1,1,1,127445.15,0,High-Value,Established,False,False,3514.28
15601462,Smith,569.0,France,Female,54,5,97996.0,2,0,0,85934.24,0,High-Value,Established,False,False,2359.92
15601315,Garcia,606.0,Spain,Male,78,4,159805.13,3,1,1,67755.14,0,High-Value,Senior,False,True,4503.52
15609810,Bianchi,786.0,France,Female,50,10,214036.56,1,0,1,134951.44,1,High-Value,Established,False,False,5152.84
15607730,Fischer,667.0,France,Female,49,10,29613.73,1,1,1,145791.39,0,Medium-Value,Established,False,False,1049.12
15602597,Kumar,552.0,Spain,Female,49,6,128925.92,4,1,1,99564.20000000001,0,High-Value,Established,False,False,4023.3
15602196,Garcia,431.0,France,Female,54,8,0.0,2,1,1,167713.31,1,High-Value,Established,False,False,598.0
15608905,Costa,621.0,France,Female,68,0,135356.54,1,0,0,40858.56,1,High-Value,Senior,True,False,2907.13
15604530,Smith,503.0,France,Male,65,8,0.0,3,1,0,21726.42,0,High-Value,Senior,False,False,720.0
15602273,Silva,766.0,Germany,Female,54,6,63706.92,2,0,1,45854.18,0,High-Value,Established,False,False,1925.26
15609325,Silva,509.0,France,Female,55,0,0.0,1,1,0,118222.8,0,Medium-Value,Established,True,False,320.0
15609180,Schmidt,721.0,Spain,Female,43,0,23541.87,1,1,1,34565.98,1,Medium-Value,Established,False,False,909.46
15607429,Schmidt,612.0,Germany,Female,47,0,32035.71,1,0,1,23736.77,1,Medium-Value,Established,False,False,966.82
15608902,Fischer,574.0,France,Male,77,2,131033.97,1,0,1,142710.17,0,High-Value,Senior,False,False,3243.78
15607948,Fischer,624.0,France,Female,64,5,0.0,1,1,0,184329.2,0,Medium-Value,Senior,True,False,320.0
